"cores", "time"
1, 110.21108175069094
2, 59.77935352176428
4, 32.15270857512951
8, 18.398429103195667
16, 9.631130065768957
32, 7.140933848917484
64, 7.165261592715979
128, 21.900994073599577
256, 23.710573751479387
512, 45.59877011924982
